tconst,titleType,primaryTitle,genres,Sinopsis
tt0095327,movie,Grave of the Fireflies,"[16, 18, 10752]","In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive."
tt0095437,movie,Kennywood Memories,[99],"It’s roller coasters! French fries! And lots of good times! It’s a high-flying, double dipped, screeching, squealing, scream-your-eyes-out documentary about one of America’s greatest amusement parks, Kennywood!"
tt0095467,movie,A Short Film About Love,"[18, 10749]","19-year-old Tomek whiles away his lonely life by spying on his opposite neighbour Magda through binoculars. She's an artist in her mid-thirties, and appears to have everything - not least a constant stream of men at her beck and call. But when the two finally meet, they discover that they have a lot more in common than appeared at first sight..."
tt0095468,movie,A Short Film About Killing,"[80, 18]","Jacek climbs into the taxi driven by Waldemar, tells him to drive to a remote location, then brutally strangles him, seemingly without motive."
tt0095487,movie,Laibach: Pobeda pod suncem,"[99, 10402]","""Victory Under the Sun"" chronicles the making of Laibach's ""Opus Dei"" album."
tt0095657,movie,The Moromete Family,[18],"Story of a family. Problems, marriage, taxes, revenge, friendship, army, life and much more."
tt0095765,movie,Cinema Paradiso,"[18, 10749]","A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist."
tt0095953,movie,Rain Man,[18],"When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his father's money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers' cross-country trip ends up changing both their lives."
tt0096257,movie,The Thin Blue Line,"[80, 99]",Errol Morris's unique documentary dramatically re-enacts the crime scene and investigation of a police officer's murder in Dallas.
tt0096283,movie,My Neighbor Totoro,"[16, 35, 10751]","Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her."
tt0096288,movie,Landscape in the Mist,[18],"Two Greek children embark on a journey to search for their father, who supposedly live in Germany."
tt0096403,movie,Time of Violence,[18],"In the 17th century, a Bulgarian Christian region is selected by the Ottoman rulers to serve as an example of conversion to Islam. A Janissary who was kidnapped from the village as a boy is sent to force the reluctant inhabitants to convert. The Turkish governor seeks a peaceful solution, but ultimately torture, violence, and rebellion break out."
tt0096776,movie,Agni Nakshatram,[18],
tt0096827,movie,Apoorva Sagodharargal,"[28, 35, 18]","An honest police officer pays a heavy price after he gets involved with a group of criminals. Years later, his son, Appu, goes on a vengeance spree and his twin is mistaken as the culprit."
tt0096894,movie,"Bashu, the Little Stranger","[18, 10752]","During the Iran-Iraq War, Bashu, a young boy loses his house and all his family. Scared, he sneaks into a truck that is leaving the area. He gets off the truck in the Northern part of the country, where everything from landscape to language is different. He meets Naii, who is trying to raise her two young children on a farm, while her husband is away. Despite cultural differences, and the fact that they do not speak the same language, Bashu and Naii slowly form a strong bond."
tt0097099,movie,Common Threads: Stories from the Quilt,"[-1, 99, 36]","On the eve of 1987's Second National March on Washington for Lesbian and Gay Rights, surviving families and friends of people who have died of AIDS prepare panels to be added to a large-scale memorial quilt project. Drawing from the sea of names memorialized, director Robert Epstein focuses on the lives of six people. Alongside the intimate profiles offered, through news footage and interviews, Epstein puts the AIDS crisis in the larger context of social and government response to the disease."
tt0097165,movie,Dead Poets Society,"[35, 18]","At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster."
tt0097216,movie,Do the Right Thing,"[35, 18]","Salvatore ""Sal"" Fragione is the Italian owner of a pizzeria in Brooklyn. A neighborhood local, Buggin' Out, becomes upset when he sees that the pizzeria's Wall of Fame exhibits only Italian actors. Buggin' Out believes a pizzeria in a black neighborhood should showcase black actors, but Sal disagrees. The wall becomes a symbol of racism and hate to Buggin' Out and to other people in the neighborhood, and tensions rise."
tt0097223,movie,Time of the Gypsies,"[35, 80, 18]","In this luminous tale set in the former Yugoslavia, Perhan, an engaging young Romany with telekinetic powers, is seduced by the quick-cash world of petty crime that threatens to destroy him and those he loves."
tt0097282,movie,Entertaining the Troops,"[99, 10752]",
tt0097294,movie,Estación Central,"[80, 53]",
tt0097372,movie,For All Mankind,"[99, 36]","A testament to NASA's Apollo program of the 1960s and '70s. Composed of actual NASA footage of the missions and astronaut interviews, the documentary offers the viewpoint of the individuals who braved the remarkable journey to the moon and back."
tt0097437,movie,Gitanjali,"[18, 10749]","Prakash, who is diagnosed with terminal cancer, and Geethanjali, an equally ill patient, fall in love with each other. However, when she learns about his illness, she decides to move out of his life."
tt0097461,movie,Gua fu cun,[18],"In 1949, a small Chinese fishing village populated almost entirely by women awaits the establishment of a government by the newly victorious communist regime. In addition to other worries, the villagers wonder how the government will react to their traditional customs, which decree that wives may only see their husbands three times a year, and the circumstances under which they are permitted to become pregant are very limited. In addition, those who are caught violating these rules are drowned. The almost exclusively female population of the village is explained by the fact that most of the male population died during an ocean storm. Winner of the Hundred Flowers Award for Best Film in 1989"
