tconst,titleType,primaryTitle,genres,emocion
tt0208242,movie,Juliette of the Herbs,[99],joy
tt0209028,movie,Horowitz Plays Mozart,"[99, -1]",anger
tt0209144,movie,Memento,"[9648, 53]",sadness
tt0209180,movie,Sky Hook,"[18, 10752]",sadness
tt0209898,movie,Adwa,"[99, 18, 10752]",anger
tt0210482,movie,All Power to the People! (the Black Panther Party and Beyond),[99],anger
tt0210660,movie,Dutch Harbor: Where the Sea Breaks Its Back,[99],joy
tt0211915,movie,Amélie,"[35, 10749]",joy
tt0211942,movie,"Belfast, Maine",[99],anger
tt0213569,movie,The Komediant,"[-1, 99, 36]",anger
tt0213969,movie,Padaiyappa,"[28, 35, 18]",anger
tt0214521,movie,Balache Baap Brahmachari,"[35, 18]",anger
tt0214585,movie,Chithram,"[35, 18, -1]",anger
tt0214799,movie,Irakal,[18],anger
tt0214863,movie,Kolangal,"[35, 18]",anger
tt0214915,movie,Manichithrathazhu,"[35, 27, 9648]",fear
tt0215010,movie,One Piece!,[35],anger
tt0215029,movie,Panchavadi Palam,[35],anger
tt0215517,movie,Angoor,[35],anger
tt0215604,movie,La Cenerentola,"[35, 10402, 10749]",joy
tt0216753,movie,Flames: The Movie,"[18, 10749]",sadness
tt0216818,movie,The Hunting of the Snark,[-1],anger
tt0216879,movie,Birthplace,[99],sadness
tt0219945,movie,Neilonis nadzvis khe,"[35, 10749]",anger
tt0220656,movie,Mudhalvan,"[28, 18, 53]",anger
tt0220832,movie,Vaastav: The Reality,"[28, 80, 18]",anger
tt0220975,movie,Angne & Svullo 'Här och nu!',[35],anger
tt0221186,movie,A Force More Powerful,[99],anger
tt0222730,movie,Anybody's Son Will Do,[99],anger
tt0230010,movie,At the River I Stand,[99],anger
tt0230597,movie,A Northern Story of Valor,"[18, 36]",anger
tt0230796,movie,Smoke and Mirrors: A History of Denial,"[99, 36]",joy
tt0231348,movie,Cheluvi,[18],anger
tt0231617,movie,From Swastika to Jim Crow,[99],sadness
tt0231804,movie,Island of the Vampire Birds,[99],fear
tt0232017,movie,Maanasa Sarovara,[18],joy
tt0232515,movie,Ranganayaki,[18],joy
tt0232521,movie,Ravnovesie,[18],anger
tt0232753,movie,Tabarana Kathe,[18],sadness
tt0233001,movie,¡Qué vecinos tan animales!,[16],anger
tt0233185,movie,Alludu Diddina Kapuram,[18],anger
tt0233234,movie,Land of Fear,"[80, 18, 53]",anger
tt0233321,movie,Bettada Hoovu,"[35, 18, 10751]",anger
tt0233567,movie,Dhum Dhadaka,[35],joy
tt0234737,movie,Simhasanam,[28],joy
tt0235742,movie,Sandhya Raagam,[18],sadness
tt0235858,movie,Veedu,[18],anger
tt0235891,movie,Yaathra,"[18, 10749]",anger
tt0236785,movie,Taken for a Ride,[99],sadness
tt0237036,movie,Bhalobasa Bhalobasa,[10749],sadness
tt0237038,movie,Bharatham,"[18, -1]",anger
tt0237059,movie,A Clod of Clay,[18],anger
tt0237138,movie,Dasharatham,"[35, 18]",anger
tt0237363,movie,Kamaladalam,"[18, -1]",anger
tt0237376,movie,Kireedam,"[28, 18]",joy
tt0237523,movie,Open Mic,"[35, 99]",anger
tt0237682,movie,Sadayam,"[18, 53]",joy
tt0237820,movie,Thaniyavartanam,[18],sadness
tt0237865,movie,Twilight: Los Angeles,[18],anger
tt0238006,movie,The Abduction of Figaro by P.D.Q Bach (1807-1742)?,"[35, -1]",anger
tt0238015,movie,All Access: Front Row. Backstage. Live!,"[99, 10402]",joy
tt0238363,movie,Kuche v chekmedzhe,[10751],joy
tt0240356,movie,The Last Judgement,"[-1, 99]",sadness
tt0240482,movie,Kids from the Coal Land: A Letter to Henri Storck,[99],anger
tt0240534,movie,George Wallace: Settin' the Woods on Fire,"[-1, 99]",anger
tt0240879,movie,Sardar,"[-1, 18, 36]",anger
tt0242256,movie,Alai Payuthey,"[18, -1, 10749]",sadness
tt0242519,movie,Hera Pheri,"[28, 35, 80]",anger
tt0244118,movie,The Outcasts,[18],anger
tt0244316,movie,Yi Yi,"[18, 10749]",sadness
tt0244949,movie,Accident,"[80, 18, 53]",anger
tt0244994,movie,The Beach Boys: The Lost Concert,[10402],joy
tt0245322,movie,Nodi Swamy Navirodu Hige,[18],anger
tt0245333,movie,Ondu Muthina Kathe,[18],anger
tt0245429,movie,Spirited Away,"[12, 16, 10751]",fear
tt0245712,movie,Amores Perros,"[18, 53]",sadness
tt0245826,movie,Challenge,[18],anger
tt0245829,movie,Chantabbai,"[35, 9648]",joy
tt0245830,movie,Chettaniki Kallu Levu,"[28, 80, 18]",anger
tt0245929,movie,Devils on the Doorstep,"[35, 18, 10752]",anger
tt0246062,movie,Manchi Donga,"[28, 18, 10749]",anger
tt0246098,movie,Mysore Mallige,[18],sadness
tt0246106,movie,Nagamandala,[18],anger
tt0246215,movie,Santha Shishunala Sharif,"[-1, 18, 10402]",joy
tt0246262,movie,Swayam Krushi,[18],anger
tt0246578,movie,Donnie Darko,"[18, 9648, -1]",fear
tt0246737,movie,Kochu Themmadi,[18],joy
tt0246792,movie,Mr Jinnah: The Making of Pakistan,[99],anger
tt0247628,movie,"Disappearing Oasis, Last Oasis",[99],fear
tt0247679,movie,Sadiyata,"[18, 37]",fear
tt0248317,movie,Ponthan Mada,[18],anger
tt0248428,movie,Shiva,"[28, 80, 18]",anger
tt0248500,movie,Swarnakamalam,"[18, -1, 10749]",anger
tt0248547,movie,Tholi Prema,"[18, 10749]",sadness
tt0248909,movie,Innale,"[18, 10749]",joy
tt0248966,movie,Love & Support,"[35, 18]",sadness
tt0249027,movie,Moonnam Pakkam,[18],joy
tt0249047,movie,Namukku Parkkan Munthiri Thoppukal,[10749],joy
tt0249188,movie,Thoovanathumbikal,"[18, 10749]",sadness
tt0249241,movie,Werckmeister Harmonies,"[18, 9648]",anger
tt0249336,movie,Aha Naa Pellanta,[35],anger
tt0249351,movie,Ananda Bhairavi,"[18, 10751, -1]",sadness
tt0249359,movie,Ankuram,[18],anger
tt0249361,movie,Annamayya,"[-1, 18, 36]",joy
tt0249386,movie,The Village Had No Walls,"[12, 18]",fear
tt0249561,movie,Hai Hai Nayaka,"[35, 10749]",anger
tt0249615,movie,Janani Janmabhoomi,"[18, 10751, -1]",anger
tt0249964,movie,Sirivennela,"[10751, -1]",joy
tt0250012,movie,Swathi Kiranam,"[18, -1]",anger
tt0250665,movie,Pratighatana,[18],anger
tt0250759,movie,Sutradhaarulu,"[18, -1]",anger
tt0250811,movie,Vincent Price: The Sinister Image,"[-1, 99]",joy
tt0251067,movie,Ek Hota Vidushak,"[35, 18]",anger
tt0251355,movie,Pushpaka Vimana,"[35, 18]",anger
tt0251588,movie,April 1 Vidudala,"[35, 10749, 53]",anger
tt0251814,movie,Maharshi,[10749],anger
tt0251919,movie,Padamati Sandhya Ragam,[10749],anger
tt0252196,movie,Aditya 369,"[12, 35, -1]",anger
tt0252316,movie,Chhatrapati Shivaji,"[18, 36]",anger
tt0252361,movie,Davaro: Son Eskiya,"[12, 35, 18]",sadness
tt0253157,movie,Jamba Lakidi Pamba,[35],fear
tt0253474,movie,The Pianist,"[-1, 18, 10402]",anger
tt0253555,movie,A Regular Frankie Fan,[99],joy
tt0253590,movie,Rigoletto,"[18, 10402]",sadness
tt0253667,movie,Seetharamaiah Gari Manavaralu,[18],anger
tt0253873,movie,Utharam,"[18, 9648, 53]",sadness
tt0254254,movie,Decak iz Junkovca,"[35, 99, 9648]",sadness
tt0254647,movie,Pacific Coast Highway,[-1],joy
tt0255022,movie,Call Him Jess,[99],anger
tt0255289,movie,Kaalapani,"[28, 18, 36]",anger
tt0255306,movie,Kilukkam,[35],sadness
tt0255643,movie,Thenmavin Kombath,"[35, 18, 10749]",anger
tt0255659,movie,Tarnovskata tzaritza,[18],anger
tt0256036,movie,Front Line,[99],anger
tt0256263,movie,People of the Forest: The Chimps of Gombe,[99],anger
tt0256951,movie,Nadiya Ke Paar,"[18, 10749]",sadness
tt0257251,movie,La vallée close,[99],joy
tt0257497,movie,"La Commune (Paris, 1871)","[18, 36, 10752]",anger
tt0257560,movie,Donga Ramudu,[28],joy
tt0258224,movie,Sugihara: Conspiracy of Kindness,[99],joy
tt0258298,movie,Ontari Poratam,[28],anger
tt0258490,movie,Khushi,"[18, 10749]",sadness
tt0258949,movie,Scandalize My Name: Stories from the Blacklist,[99],anger
tt0259534,movie,Ramayana: The Legend of Prince Rama,"[28, 12, 16]",anger
tt0259549,movie,Samrat Ashok,"[28, 18, 36]",anger
tt0259727,movie,A Voice from Heaven,[99],joy
tt0261236,movie,The Rest of Your Life,"[35, 18]",joy
tt0262240,movie,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,"[-1, 99]",anger
tt0262389,movie,Edadugula Bandham,[18],sadness
tt0262570,movie,Life Under Mike,[99],anger
tt0262636,movie,Naa Mogudu Nanke Sontham,[35],anger
tt0262852,movie,Two Town Rowdy,"[28, 18, 10749]",anger
tt0263065,movie,Arabesque,"[35, -1]",sadness
tt0263208,movie,Abbas in Flower,"[35, 18, 10749]",joy
tt0263438,movie,Everything's Gonna Be Great,"[35, 18, 53]",anger
tt0263633,movie,Het laatste Joegoslavische elftal,"[99, -1]",anger
tt0263776,movie,The Honest One,"[35, 18]",joy
tt0263880,movie,Atlari yaharlayin,[18],joy
tt0264029,movie,O Sonho de Rose - 10 Anos Depois,[99],joy
tt0264415,movie,Bhairava Dweepam,"[28, 12, 35]",joy
tt0264464,movie,Catch Me If You Can,"[-1, 80, 18]",anger
tt0264476,movie,Children Underground,[99],anger
tt0264507,movie,The Wasp's Nest,[35],anger
tt0265351,movie,Mozart in Turkey,[99],joy
tt0265730,movie,Sethu,"[28, 18, 10749]",anger
tt0265928,movie,Bäyin ogurlanmasi,"[35, 18, 10402]",anger
tt0266543,movie,Finding Nemo,"[12, 16, 35]",joy
tt0266624,movie,The Himmler Project,[99],anger
tt0266697,movie,Kill Bill: Vol. 1,"[28, 80, 53]",anger
tt0266727,movie,Little Soldiers,"[35, 18, 10751]",sadness
tt0267277,movie,Ashi Hi Banwa Banwi,[35],joy
tt0267280,movie,Atmavishwas,[18],anger
tt0267419,movie,North Korea: The Parade,[99],joy
tt0268282,movie,The Elm-Chanted Forest,"[12, 16, 10751]",fear
tt0268446,movie,Mask of Desire,[18],sadness
tt0268898,movie,Mourning Rock,[99],joy
tt0268978,movie,A Beautiful Mind,"[-1, 18]",anger
tt0269350,movie,Children: Kosovo 2000,[99],sadness
tt0269823,movie,Sandharbham,[18],anger
tt0269934,movie,In the Shadows of the City,"[18, 10749, 10752]",anger
tt0270053,movie,Vizontele,"[35, 18]",fear
tt0270321,movie,Dr. Babasaheb Ambedkar,"[-1, 36]",anger
tt0271383,movie,A Dog's Will,"[35, 18, 14]",anger
tt0271459,movie,Dhruvam,"[28, 18, 53]",anger
tt0271648,movie,Mrigaya,"[12, 18]",anger
tt0271694,movie,Oru CBI Diary Kurippu,"[9648, 53]",anger
tt0271761,movie,Rosas danst rosas,"[99, -1]",anger
tt0271769,movie,Samsaaram Oka Chadarangam,[18],joy
tt0271857,movie,Vatsalyam,[18],anger
tt0274012,movie,Punjabi House,"[35, 18, 10749]",sadness
tt0274952,movie,Tattoo,[18],fear
tt0275011,movie,U2: PopMart Live from Mexico City,"[99, 10402]",joy
tt0275013,movie,U2: Under a Blood Red Sky,"[99, 10402]",joy
tt0275245,movie,Carving Out Our Name,[99],fear
tt0275263,movie,Ciao America,"[35, 18, 10749]",joy
tt0275942,movie,Aszparuh,"[18, 36, 10752]",joy
tt0276578,movie,Train on the Brain,[99],anger
tt0276919,movie,Dogville,"[80, 18]",sadness
tt0277203,movie,The Optimists,[99],anger
tt0277551,movie,The Devil's Accordion,"[99, 10402]",anger
tt0277689,movie,Elektra,"[18, 10402]",joy
tt0277793,movie,Lavina,"[12, 18]",anger
tt0278018,movie,Scout's Honor,[99],joy
tt0278501,movie,In Harihar Nagar,"[35, 80, 9648]",fear
tt0278622,movie,Paying the Price: Killing the Children of Iraq,"[99, 10752]",anger
tt0278736,movie,Stanley Kubrick: A Life in Pictures,"[-1, 99]",anger
tt0279335,movie,Ponedelnik sutrin,[18],anger
tt0280554,movie,Choopulu Kalasina Subhavela,"[35, 18]",sadness
tt0280801,movie,Jung (War) in the Land of the Mujaheddin,"[99, 10752]",joy
tt0281063,movie,Pesvebi,[18],joy
tt0281624,movie,Ayyappante Amma Neyyappam Chuttu,[-1],sadness
tt0282778,movie,Nadodikkattu,[35],sadness
tt0282864,movie,Promises,[99],joy
tt0283005,movie,Sri Shirdi Saibaba Mahathyam,[18],joy
tt0283524,movie,Opasen char,"[35, 53]",joy
tt0284007,movie,Come and Take It Day,"[28, 18, 36]",joy
tt0284691,movie,Radium City,[99],anger
tt0284935,movie,Manhunt,"[28, 18, 53]",anger
tt0285160,movie,Gulag,"[99, 36]",anger
tt0285486,movie,Cousins,[-1],joy
tt0285665,movie,Kuruthipunal,"[28, 18, 53]",anger
tt0285676,movie,Like a Horse,[-1],anger
tt0285907,movie,The Pizza Boy: He Delivers,[-1],anger
tt0287161,movie,The Young & the Hung,[-1],anger
tt0287463,movie,The Goal,[-1],joy
tt0288519,movie,Facing the Music,"[-1, 99, 10402]",anger
tt0290021,movie,Park,[18],anger
tt0290937,movie,Yoddha,"[28, 35, 18]",anger
tt0291855,movie,Devasuram,"[28, 18, 53]",anger
tt0292174,movie,Pattanapravesam,"[35, 53]",anger
tt0292176,movie,Pavithram,"[35, 18]",sadness
tt0292246,movie,Spadikam,"[28, 18]",anger
tt0292319,movie,Varavelpu,"[35, 18]",anger
tt0292490,movie,Dil Chahta Hai,"[35, 18, 10749]",sadness
tt0293034,movie,China in Revolution: 1911-1949,"[99, 36]",anger
tt0293304,movie,Kairee,[18],sadness
tt0293385,movie,Malli,[18],sadness
tt0293392,movie,The Mao Years: 1949-1976,"[99, 36]",anger
tt0293715,movie,My Sassy Girl,"[35, 18, 10749]",anger
tt0294692,movie,Lugosi: Hollywood's Dracula,"[-1, 99]",joy
tt0294897,movie,Secret Paris,[-1],joy
tt0295294,movie,Halo,"[18, 10751]",fear
tt0295954,movie,Expedición Atlantis,"[12, 99]",joy
tt0295993,movie,Hije që mbeten pas,"[18, 10749]",joy
tt0296108,movie,News from a Personal War,[99],anger
tt0296513,movie,Atatürk: Founder of Modern Turkey,"[-1, 99]",anger
tt0296574,movie,Company,"[28, 80, 18]",anger
tt0297038,movie,Bruce Lee in G.O.D.: Shibôteki yûgi,[-1],anger
tt0297411,movie,The Stoneman,"[28, 27, 9648]",fear
tt0297867,movie,Dy herë mat,"[35, 10751]",joy
tt0297899,movie,Francis Bacon,[99],anger
tt0298350,movie,Gospodin za edin den,"[35, 18]",anger
tt0300291,movie,Qäm Päncäräsi,[18],anger
tt0301634,movie,Frozen Stiff,"[35, 18]",anger
tt0302427,movie,The Conscientious Objector,"[99, 10752]",anger
tt0302952,movie,Putt Jattan De,"[28, 35, 18]",anger
tt0303719,movie,Basanti,"[36, -1, 10749]",anger
tt0303797,movie,"Broadway: The Golden Age, by the Legends Who Were There","[99, 36, 10402]",joy
tt0304033,movie,For Those About to Rock: Monsters in Moscow,"[99, 10402]",anger
tt0304487,movie,Numafung,[18],anger
tt0305406,movie,Dakshina,"[18, 10749]",anger
tt0305483,movie,Two Women,[18],anger
tt0305811,movie,Mathru Devo Bhava,[18],anger
tt0306768,movie,Elsewhere,[99],joy
tt0306811,movie,Film ist. 7-12,[99],fear
tt0306874,movie,The After School Special,[35],joy
tt0306882,movie,Ganeshana Madhuve,[35],joy
tt0306886,movie,Gauri Ganesha,"[35, 18]",anger
tt0307197,movie,Murder on a Sunday Morning,"[80, 99]",joy
tt0307202,movie,Mutthina Haara,"[18, 10749, 10752]",anger
tt0308513,movie,Long Da Lishkara,"[18, 10749]",joy
tt0308534,movie,Mahaul Theek Hai,[35],anger
tt0308543,movie,Malaya Marutha,[18],anger
tt0308842,movie,S.P. Sangliana,[80],fear
tt0308875,movie,Shaheed-E-Mohabbat Boota Singh,"[-1, 18, -1]",anger
tt0309275,movie,The Definition of Insanity,"[35, 18]",fear
tt0309764,movie,Kavirathna Kaalidaasa,"[18, 36, -1]",anger
tt0309778,movie,Kony,"[18, 14, -1]",anger
tt0309881,movie,Mountain of Fire: The Search for the True Mount Sinai,[99],sadness
tt0310102,movie,Sahasa Simha,"[80, 53]",joy
tt0310168,movie,Rising Low,[99],joy
tt0310612,movie,Alexei and the Spring,[99],anger
tt0310702,movie,Fizzy Bizness,[35],joy
tt0310793,movie,Bowling for Columbine,"[80, 99, 18]",anger
tt0310865,movie,Chann Pardesee,[18],anger
tt0311356,movie,War and Peace,"[99, 10752]",anger
tt0311574,movie,Nee Nanna Gellalare,[-1],joy
tt0311594,movie,Nuvvu Naaku Nachchav,"[35, 10749]",sadness
tt0311599,movie,At the Edge of the Earth,"[-1, 99]",joy
tt0312423,movie,Bang the Machine,[99],anger
tt0312859,movie,Kannathil Muthamittal,"[28, 18, 10752]",joy
tt0312933,movie,Maalaala mo kaya: The Movie,"[18, 10751]",anger
tt0314067,movie,Philanthropy,"[35, 18]",joy
tt0315394,movie,Chino,"[18, 10749]",anger
tt0316054,movie,Jatt Jeona Mour,"[28, 80, 18]",anger
tt0316078,movie,Kadhalukku Mariyadhai,"[18, 10749]",fear
tt0316201,movie,Mai's America,"[-1, 99]",anger
tt0316260,movie,Missing Allen: The Man Who Became a Camera,[99],sadness
tt0316740,movie,Temporary Girl,"[35, 18]",joy
tt0316827,movie,Ucha Dar Babe Nanak Da,"[18, -1]",sadness
tt0317081,movie,Ang pumatay ng dahil sa iyo,[28],anger
tt0317197,movie,Breath Control: The History of the Human Beat Box,"[99, 10402]",joy
tt0317248,movie,City of God,"[80, 18]",anger
tt0317705,movie,The Incredibles,"[28, 12, 16]",fear
tt0317910,movie,The Fog of War,"[-1, 99, 36]",anger
tt0318073,movie,Shut Yer Dirty Little Mouth,[35],anger
tt0318709,movie,Soundtrack,"[18, 14]",sadness
tt0319061,movie,Big Fish,"[12, 18, 14]",joy
tt0319165,movie,Chandrawal,[18],sadness
tt0319182,movie,Chinnabaabu,[18],joy
tt0319736,movie,The Legend of Bhagat Singh,"[28, -1, 18]",joy
tt0319777,movie,Un macho en el reformatorio de señoritas,[35],anger
tt0319836,movie,The Clay Bird,"[18, 36]",anger
tt0320443,movie,Senta a Pua!,[99],anger
tt0320689,movie,Uncle Frank,[99],joy
tt0321487,movie,Boca de Lixo,[99],anger
tt0322012,movie,Diamonds and Rust,[99],anger
tt0322723,movie,Imagens do Inconsciente,[99],fear
tt0324226,movie,Theerthadanam,"[18, 10749]",anger
tt0325774,movie,Making Venus,[99],joy
tt0325853,movie,Muktir Gaan,[99],anger
tt0325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,"[28, 12, 14]",anger
tt0326095,movie,Ruthie and Connie: Every Room in the House,"[-1, 99, -1]",joy
tt0328499,movie,The Power of Good: Nicholas Winton,[99],joy
tt0328912,movie,Buamama,"[-1, 18, 36]",anger
tt0330243,movie,Day of the Wacko,"[35, 18, 10749]",sadness
tt0330530,movie,The Key for Determining Dwarfs or The Last Travel of Lemuel Gulliver,"[-1, 99, 18]",anger
tt0332081,movie,Gimik: The Reunion,"[35, 18, 10751]",sadness
tt0332659,movie,Is the Crown at War with Us?,[99],anger
tt0332664,movie,Juan: Como si nada hubiera sucedido,[99],anger
tt0333215,movie,The Magician's Hat,"[16, 10751, 14]",anger
tt0333388,movie,Edifício Master,[99],sadness
tt0335140,movie,Hangga't may hininga,"[28, 18]",anger
tt0335493,movie,Tropang bulilit,"[35, 18, 10751]",anger
tt0336543,movie,Hanggang saan hanggang kailan,[18],anger
tt0336681,movie,Kadenang bulaklak,[18],sadness
tt0337383,movie,Vaikai is Amerikos viesbucio,"[18, 36, 10402]",fear
tt0338013,movie,Eternal Sunshine of the Spotless Mind,"[18, 10749, -1]",sadness
tt0338245,movie,Megasónicos,[16],anger
tt0338564,movie,Infernal Affairs,"[28, 80, 18]",anger
tt0338953,movie,El efecto Iguazú,[99],anger
tt0339535,movie,The Professional,"[35, 18]",fear
tt0339865,movie,A Weekend of Deceased Persons,"[35, 18]",sadness
tt0342804,movie,My Flesh and Blood,[99],joy
tt0343107,movie,Tom Dowd & the Language of Music,"[99, 10402]",joy
tt0343129,movie,Unchained Memories: Readings from the Slave Narratives,[99],anger
tt0343658,movie,Feng kuang de xiao zhen,[18],fear
tt0343941,movie,Citizen Krone,[99],anger
tt0344212,movie,Ben Harper: Pleasure and Pain,"[99, 10402]",joy
tt0344258,movie,Raymundo,[99],anger
tt0344910,movie,Bedtime Stories,"[18, 10749]",fear
tt0345177,movie,Ek Doctor Ki Maut,"[-1, 18]",anger
tt0346336,movie,The Best of Youth,"[18, 10749]",sadness
tt0347062,movie,Getting It,[-1],anger
tt0347149,movie,Howl's Moving Castle,"[12, 16, 10751]",anger
tt0347930,movie,Sailor in the Wild,[-1],anger
tt0350596,movie,Beah: A Black Woman Speaks,"[-1, 99]",joy
tt0350720,movie,City of God,[18],anger
tt0351528,movie,Palabra de honor,[18],anger
tt0351817,movie,The Twilight Samurai,"[18, 10749]",joy
tt0351926,movie,The Untouchable Family,"[28, 35, 80]",anger
tt0352002,movie,Yes Sir! Madame...,[35],anger
tt0352143,movie,Aftermath: The Remnants of War,"[99, 10752]",sadness
tt0352248,movie,Cinderella Man,"[-1, 18, 10749]",joy
tt0352732,movie,Ponmuttayidunna Tharavu,"[35, 18]",anger
tt0352764,movie,The Real Old Testament,[35],joy
tt0353496,movie,Godfather,"[35, 18, 10749]",anger
tt0353691,movie,Magnifico,[18],joy
tt0353725,movie,Meesha Madhavan,"[35, 18]",joy
tt0353935,movie,Ramji Rao Speaking,"[35, 18, 53]",anger
tt0353969,movie,Memories of Murder,"[80, 18, 9648]",anger
tt0353975,movie,Sandesham,"[35, 18]",anger
tt0354148,movie,Vadakkunokkiyantram,"[35, 18]",fear
tt0355169,movie,Aaram Thamburan,"[28, 18]",anger
tt0355680,movie,The Last Just Man,[99],fear
tt0355742,movie,Manmadhudu,"[35, 10749]",anger
tt0355831,movie,Nishkarsha,"[28, 53]",anger
tt0355859,movie,A Slender Smile,"[18, 10749]",joy
tt0356014,movie,Secret Lives: Hidden Children and Their Rescuers During WWII,[99],anger
tt0357282,movie,The King,[18],anger
tt0357686,movie,G-Sale,[35],surprise
tt0358307,movie,"The Last Zapatistas, Forgotten Heroes",[99],sadness
tt0358456,movie,Earthlings,[99],anger
tt0359123,movie,Curado de espantos,"[35, 14, 27]",fear
tt0359297,movie,Friends Forever,"[12, 35, 99]",joy
tt0359966,movie,Shelter Dogs,"[99, 18]",anger
tt0360370,movie,Anleitung zur sexuellen Unzufriedenheit,"[35, 99]",anger
tt0360412,movie,Bash maystorat nachalnik,[35],anger
tt0360611,movie,Gotham Fish Tales,[99],anger
tt0360793,movie,Paulinho da Viola - Meu Tempo É Hoje,[99],joy
tt0361277,movie,23 Hours,"[28, 53]",fear
tt0361408,movie,A Boy's Life,[99],anger
tt0361506,movie,Dhruvanakshatram,"[28, 18]",joy
tt0361748,movie,Inglourious Basterds,"[12, 18, 10752]",fear
tt0362666,movie,The Executed,[99],anger
tt0363163,movie,Downfall,"[-1, 18, 36]",sadness
tt0363223,movie,You See Me Laughin',[99],sadness
tt0363510,movie,The Revolution Will Not Be Televised,[99],anger
tt0364484,movie,Long Gone,[99],anger
tt0364569,movie,Oldboy,"[28, 18, 9648]",anger
tt0364647,movie,Virumandi,"[28, 80, 18]",anger
